Primary Category,Secondary Category,Tertiary Category,Merchant Name,Include Regex,Exclude Regex
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bcity\sbeach\b,wine\scity|coco\s&\slola
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,city\schic\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bclear\sit\b,\bclear\sit\sout\b|\bpaypal\b
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,coastal\s?contact|clearlycont|\bclearly\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,clinton\scharlie,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,coco\s&\slola,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,cocoon\sactive\swear,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bcolette.*(acc|by|hay),
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,connor\s?cloth,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bconverse\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,cookies\s&\sry,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bcos\b.*\b(los\sangeles|abu\sdhabi|london|amsterdam|singapore|australia|melbourne|syd\s?n\s?ey|one\snew\schange|paris|new\syork)\b,\bcostume\s?box\b|\bdisguises\b|\binglot\b|\bvivid\shair\b|\bcostco\b
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,cotton\s?on,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,country\s?road?\b,cafe
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,"\bcue(\s-)?\s{1,}\d{3}",
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bculture\skings\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,curvy\schic\ssport(s)?,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,daisy\sblvd,
Shopping,Clothing & Fashion,Clothing Retailers,Dangerfield,dangerfield,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,daring\sdiva,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bdavid\slawrence\b,\bbhp(\sbilliton)?\b
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,davismicro\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,dead\sstudio(s)?,
Shopping,Clothing & Fashion,Clothing Retailers,Decjuba,decjuba\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,designer\sdomain\sadl,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bdesigner\sforum\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,diamond\sgang,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,diida,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,dion\slee,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bdissh\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,distal\sphalanx,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,dollboxx,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,dolled\sup,
Shopping,Clothing & Fashion,Clothing Retailers,Dotti,\bdotti\b,
Shopping,Clothing & Fashion,Clothing Retailers,Dr Denim,dr.\sdenim,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,dualitee(s)?,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,eau\spaix\svie\sswimwear,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,echt\ssportswear,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\becko\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\belement\sskateboard(s)?\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,elite\seleven,hazelwood|alafia\sgallery
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,eliya\sthe\slabel,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,elk\saccessories,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,elvis\set\smoi,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,emperor\sapparel,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,end\s?clothing|ashworth\b.*\bparker|ashworthpar,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,esmeralda\sthomson,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\besprit\b,salon\sesprit
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,essendon\sbomber(s)?,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,eva's\ssunday,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\beverlane,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,executive\sclothing,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,eye\scandy,eye\scandy\slounge|\boptical\b|\bmotorsport\b|fo\s?rtitude\sval
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bezibuy\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,ezibuylimit\b,
Shopping,Clothing & Fashion,Clothing Retailers,Factorie,factorie,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,fame\sand\spartner(s)?,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bfarage\b,\bcba\b
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,(\b|www\.?|\*)farfetch(\b|uk|\.?com|au),
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,fashion\sbackroom,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,fashion\smusic\sfriend(s)?,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,figgs\soutdoor(s)?,
Shopping,Clothing & Fashion,Clothing Retailers,Firefly,firefly\sclothing,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,first\sbase,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,flare\sstreet,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bflorafauna\b,
Shopping,Clothing & Fashion,Clothing Retailers,Fohxia,fohxia,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,folly\sand\sjane,
Shopping,Clothing & Fashion,Clothing Retailers,Forcast,forcast,
Shopping,Clothing & Fashion,Clothing Retailers,Forever 21,forever\s?21,
Shopping,Clothing & Fashion,Clothing Retailers,Forever New,forever\s?ne,
Shopping,Clothing & Fashion,Clothing Retailers,Foundling,foundling,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,fox\sand\sscout,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,frankie\s&\sco,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,freddy\sclothing,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,french.*conn,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,friday\sclothing\scompany,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,friday\sim\sin\slove\sxo,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,frolic\sgirl(s)?,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,from\szion,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bg(\s)?star\b,
Shopping,Clothing & Fashion,Clothing Retailers,Gap,gap\s(us|online|eu)|gap.*(parramatta|london|canada|melbourne|paris|sydney|chadstone|tokyo),
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,gemeli\spower,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bclothes\b|clothing|idleman|\bsirthelabel|jigsaw\s?aust|\bcl(o)?th(i)?ng\b|fashion|boutique|bally\s?bouti|\bapparel\b|\bmenswear\b|\bwomanswear\b|\bapparel\b|wear\b|swimsuit|swimwear|\bthreads\b|\bmoda\b|\bmlm\slabel\b|\bfabulous\smrs\sfox\b|\bflemingo\smerchant\b|\btree\s?of\s?life\b,beauty|cake|jewellery|etsy|salon|\bfootwear\b|\beyewear\b|\bmonster\sthreads\b|\byuki\b|eye\s?wear
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bgeneral\spants\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,gerry\scan\sactive,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,get\sfrocked,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,gigi\s&\slolita,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,gilt com|gilt\.com,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,ginger\sand\ssmart,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bgiordano\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,givenchy,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bglass\savenue\snewport\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bglassons\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bglue\b|\bnext\s?athleisure\b,\b(digital|blue|music|super|slime|vacuum\sbags)\sglue\b
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bgnash\sswim\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,goddess\skleopatra,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,godspeed\s?store,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,godwin\scharli,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bgorman\b,\bgorman\scommercia|\bgorman\s?&\s?kelly\b|\bgorman\shouse\sarts\b
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,gray\slabel,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,grid\sthe\slabel,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bguess\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bh\s?(\sand\s|&)\s?m\b|hm\sau\b|\bh\s?amp\s?m\b|h&m|h & m,coffe(ehouse)?|\bhm\b|j\sw\sh\s&\sm|\bconstructi\b|\baustrade\b|d\sh\s&\sm
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bhalfsleeve\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,harlyn\ssummer,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,harvey\sthe\slabel,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,hats\sby\sthe\shundred(s)?,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,haus\sof\ssong,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,havn\sstore,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,hazel\s&\sthief,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,hazel\sand\sfolk,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,hazel\smai,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bhello\smolly\sfashion\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,hello\sparry,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,henry\s?bucks,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,her\spony,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,her\sthe\slabel,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,hers\s&\ssir(s)?,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,hola\spretty,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,homage\s?femme,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,honey.*bird,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,honey\scouture,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,hope\s&\smay,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bhoss\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,house\sof\stindale,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,house\sof\szenn,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,hrd\sapparel,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bhugo\sboss\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,hyperluxe\sactivewear,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bice\sdesign,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bids\sfashion,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\biland\sco\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,impulse\sboutique,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,in\sminds\seye,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,inc\sswim,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bincu\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,institchu,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bisla\s?label\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,its\snow\scool,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,ivory\s&\schain,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,ivory\slane,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bj\screw\b|\bjcrew\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,jacqui\se\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bjag\s?(apparel|clearance)\b|\bjag\sweb\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,james\sboutique,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,jasmine\sand\swill,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,jay\s?jay(s)?,restau
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bjean\sjail\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,jeans\s?west,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,jerseys\smegastore,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,joe\sweaven,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,johnny\sbigg,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,jolie\s&\sdeen,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,jporter\sclothing,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,just\s?jeans,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,kablooie\sstore,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,kaliver,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,karibu\sboutique,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,karma\s?loop,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,kassko,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,kat\sthe\slabel,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,kate\s?hill(han)?\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,kate\s?spade,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,katies,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,kinobi,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,kokoh\sbikini,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,\bkookai\b,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,koro\sclothing\sco,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,kula\sathletic,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,kumuka,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,kwan\slabel,
Shopping,Clothing & Fashion,Clothing Retailers,Clothing Retailers,la\sluna\ssleepwear,
