Primary Category,Secondary Category,Tertiary Category,Merchant Name,Include Regex,Exclude Regex
Eating Out,F&B venues,Restaurant,Restaurant,rice\sworkshop,
Eating Out,F&B venues,Restaurant,Restaurant,rockpool\sbar\s&\sg(rill)?,
Eating Out,F&B venues,Restaurant,Restaurant,sabbaba,investments
Eating Out,F&B venues,Restaurant,Restaurant,schnitz,invest|schnitzel|schnitzelneutratral
Eating Out,F&B venues,Restaurant,Restaurant,\bsimply\sspanish\b,
Eating Out,F&B venues,Restaurant,Restaurant,sizzler,
Eating Out,F&B venues,Restaurant,Restaurant,skipton\sgem,
Eating Out,F&B venues,Restaurant,Restaurant,skyline.*queens,
Eating Out,F&B venues,Restaurant,Restaurant,\bsmoke(s)?\spoutinerie\b,
Eating Out,F&B venues,Restaurant,Restaurant,\bsokyo\b,
Eating Out,F&B venues,Restaurant,Restaurant,someplace\selse,
Eating Out,F&B venues,Restaurant,Restaurant,supercharger,wholefood|wholefolbourne
Eating Out,F&B venues,Restaurant,Restaurant,\bt\sease,
Eating Out,F&B venues,Restaurant,Restaurant,talulah\sthe\sjunction,
Eating Out,F&B venues,Restaurant,Restaurant,taste\seast,
Eating Out,F&B venues,Restaurant,Restaurant,\bthali\scontemporary\b,
Eating Out,F&B venues,Restaurant,Restaurant,\bthe\sgovernor(s)?\stable\b,
Eating Out,F&B venues,Restaurant,Restaurant,ground\sroasters|grounds\s(management|mgmt|of\salexandria),
Eating Out,F&B venues,Restaurant,Restaurant,\bthe\s?merrywell(qps)?\b,
Eating Out,F&B venues,Restaurant,Restaurant,kitchen chatswood,
Eating Out,F&B venues,Restaurant,Restaurant,\boriginal\s?frango\b,
Eating Out,F&B venues,Restaurant,Restaurant,three\sgolden\sgre,
Eating Out,F&B venues,Restaurant,Restaurant,thomas.*roasters,
Eating Out,F&B venues,Restaurant,Restaurant,thr1ve,
Eating Out,F&B venues,Restaurant,Restaurant,three\sbeans,
Eating Out,F&B venues,Restaurant,Hakatamon,hakatamon,
Eating Out,F&B venues,Restaurant,Restaurant,\btoko\b,
Eating Out,F&B venues,Restaurant,Restaurant,sushi,
Eating Out,F&B venues,Restaurant,Restaurant,blue gum,
Eating Out,F&B venues,Restaurant,Restaurant,dinner,
Eating Out,F&B venues,Restaurant,Restaurant,greater\sasia\swealth,
Eating Out,F&B venues,Restaurant,Restaurant,\bwagamama\b,
Eating Out,F&B venues,Restaurant,Restaurant,\bwalgreens\b,
Eating Out,F&B venues,Restaurant,Restaurant,wasabi\s?warriors,
Eating Out,F&B venues,Restaurant,Restaurant,wendys,beauty|fashion|\bflight(s)?\b|\basic\b|\bali\b|\bsuccess\b|\blingerie\b|ticket|\bsaunders\b
Eating Out,F&B venues,Restaurant,Restaurant,winey\scow,
Eating Out,F&B venues,Restaurant,Restaurant,wok.*dumpling,
Eating Out,F&B venues,Restaurant,Restaurant,\bwok\sand\sroll,
Eating Out,F&B venues,Restaurant,Restaurant,\bzeus\b,\bcafe\b|\btemple\b|\bjuice\b|\bproduction(s)?\b|\btech\b
Eating Out,F&B venues,Restaurant,Restaurant,\bzushi.*hills,
Eating Out,F&B venues,Restaurant,Restaurant,kirribilli kitchen,
Eating Out,F&B venues,Restaurant,Restaurant,jewel restaurant,
Eating Out,F&B venues,Takeaways,Takeaway,bao dao,
Eating Out,F&B venues,Takeaways,Takeaways,shubham food,
Eating Out,F&B venues,Takeaways,KFC,2333_st_leonards_kfc,
Eating Out,F&B venues,Takeaways,Ubereats,ubereats,
Eating Out,F&B venues,Takeaways,Thynamis,thynamis,
Eating Out,F&B venues,Takeaways,Wok Dumpling,wok.*dumpling,
Eating Out,F&B venues,Takeaways,Ashba One,ashba one,
Eating Out,F&B venues,Takeaways,Biwon BBQ,biwon korean,
Eating Out,F&B venues,Takeaways,Glinfam,glinfam,
Eating Out,F&B venues,Takeaways,Takeaway,\bali\sbaba|\balibaba,alibaba\scom|alibaba\slevel\s1\sglen
Eating Out,F&B venues,Takeaways,Takeaway,\bautogrill\b,
Eating Out,F&B venues,Takeaways,Takeaway,\bcharlie\s?(and|&)\s?co\b,
Eating Out,F&B venues,Takeaways,Takeaway,cha(\s)?time,
Eating Out,F&B venues,Takeaways,Takeaway,blue\swater\sinvestme,
Eating Out,F&B venues,Takeaways,Takeaway,\bcrafty\s?cuts\b,
Eating Out,F&B venues,Takeaways,Takeaway,\bcrust\sannandale\ssouthport\b|crust.*(go|pizz)|\bwww\scrust\scom\sau\b,\b(wool(o)?wr(o)?t|woolwo(r)?(ths)?|w(o)?w|woolies)\b
Eating Out,F&B venues,Takeaways,Deliveroo,deliveroo,
Eating Out,F&B venues,Takeaways,Takeaway,artarmon super sand,
Eating Out,F&B venues,Takeaways,Deliveryhe,deliveryhe,
Eating Out,F&B venues,Takeaways,Takeaway,diva.*delights,
Eating Out,F&B venues,Takeaways,Takeaway,\bdominos\b|\bdomino\b,
Eating Out,F&B venues,Takeaways,Takeaway,donut\s?king,
Eating Out,F&B venues,Takeaways,Takeaway,eagle\s?boys,
Eating Out,F&B venues,Takeaways,Takeaway,earl\scanteen,
Eating Out,F&B venues,Takeaways,Takeaway,\beat\s?now|eatnow,
Eating Out,F&B venues,Takeaways,Takeaway,\bfantasia\b,jessica|lou|msc|dlh
Eating Out,F&B venues,Takeaways,Takeaway,flaming\shealthy,
Eating Out,F&B venues,Takeaways,Takeaway,foodora|delivery\s?her,
Eating Out,F&B venues,Takeaways,Takeaway,four.*crep,
Eating Out,F&B venues,Takeaways,Takeaway,\bfoxes\s?den\b,
Eating Out,F&B venues,Takeaways,Takeaway,\bgallery324\b,
Eating Out,F&B venues,Takeaways,Takeaway,fish.*chips|\btaco\b|do(ugh)?nut|\bpie(s)?\b|\bsandwich\b|\bfoods?\s?retail\b|\bbun(\s)?me\b|\brotisserie\b|\brosticceria\b|\b(shish)?kebabs?\b|pizzagelato|\bfish\s?(and|&|n)\s?chi|street(\s)?food|\bistanbul\son\sking\b|\bburrito\b|\btandoori\b|\bburger(s)?\b|\bamp\splaza\b|takeaw|grains\sgalore|\bpiadina\b|snax|\bbento(\sbox)?\b|\bnajis\sgourmet\b|takeaway|chur\s?express|shake\s?shack|russ\s?daughters|kura|belles\s?glebe|bovine\s?&\s?swine|in\s?and\s?out|in\s?n\s?out|coco\s?fresh\s?tea|gong\s?cha|easyway|jimmys\s?recipe|banh\s?you|ozeki\s?hurst|bay\s?vista\s?gateau|gateau|\broyale\sbros\b|malay\s?express|chef\s?s\s?choice|just\s?fry|polymath\b.*\bbondi|\bthe\spatch\sat\swinterg\b,anz.*(fee|plus|adjust|lend|card(s)?)|atm\s?(op|w(ith)?d).*fee|cateri| \btrust\b|\bkuraby\b|\bkuranda\b|\bpie\screek\b|\btakura\b|\bwulkuraka\b
Eating Out,F&B venues,Takeaways,Takeaway,\bgrill\s?d\b,
Eating Out,F&B venues,Takeaways,Takeaway,salad\s(&\s)?juice,
Eating Out,F&B venues,Takeaways,Takeaway,\bguzman|\bgyg\b,\btravel\sinsurance\b
Eating Out,F&B venues,Takeaways,Takeaway,healthy\sbites,
Eating Out,F&B venues,Takeaways,Takeaway,healthy\shabits,
Eating Out,F&B venues,Takeaways,Takeaway,healthy\sniko,
Eating Out,F&B venues,Takeaways,Takeaway,\bhilton\slunch\sbar\b,
Eating Out,F&B venues,Takeaways,Takeaway,hokka\shokka,
Eating Out,F&B venues,Takeaways,Takeaway,\bhole\sin\sthe\swall\b,
Eating Out,F&B venues,Takeaways,Takeaway,hooked\shealthy\ssea,
Eating Out,F&B venues,Takeaways,Takeaway,humble\spie,
Eating Out,F&B venues,Takeaways,Takeaway,hungry\s?j\s?acks?|\bhj\b|\bhngry jcks\b|\bhngy\sjck\b,
Eating Out,F&B venues,Takeaways,Takeaway,hunky\s?dory,
Eating Out,F&B venues,Takeaways,Huxtaburger,huxtaburger,
Eating Out,F&B venues,Takeaways,Takeaway,in\sa\srush,
Eating Out,F&B venues,Takeaways,Takeaway,jesters\spies,
Eating Out,F&B venues,Takeaways,Takeaway,\bk\s?f\s?c\b|\bkentucky\sfried\b,
Eating Out,F&B venues,Takeaways,Takeaway,krispy\s?kreme,
Eating Out,F&B venues,Takeaways,Takeaway,lord.*fries,
Eating Out,F&B venues,Takeaways,Takeaway,\bmad\smex\b,
Eating Out,F&B venues,Takeaways,Takeaway,mavi\stakeaway,
Eating Out,F&B venues,Takeaways,Takeaway,\bmc\s?donald(s)?\b|\bmc\s?donald(s)?([a-z])|maccas|\bmc\s?dona\b,
Eating Out,F&B venues,Takeaways,Takeaway,\bmeal\s?pal\b,
Eating Out,F&B venues,Takeaways,Sato,sato,
Eating Out,F&B venues,Takeaways,Menulog,menulog,
Eating Out,F&B venues,Takeaways,Messina,\bmessina,
Eating Out,F&B venues,Takeaways,Takeaway,\bmilky\slane\b,
Eating Out,F&B venues,Takeaways,Takeaway,\bmovenpick,\bhotel\b
Eating Out,F&B venues,Takeaways,Takeaway,\bmr\scrackles\b,
Eating Out,F&B venues,Takeaways,Takeaway,munch\sexpress,
Eating Out,F&B venues,Takeaways,Takeaway,\bnalinis\b,
Eating Out,F&B venues,Takeaways,Takeaway,\bnando\s?s\b,
Eating Out,F&B venues,Takeaways,Takeaway,\boasis\skebabs\b,
Eating Out,F&B venues,Takeaways,Takeaway,\bogalo\b,
Eating Out,F&B venues,Takeaways,Takeaway,\bonline\sfood\sexpress\b,
Eating Out,F&B venues,Takeaways,Takeaway,\boporto(s)?\b,
Eating Out,F&B venues,Takeaways,Takeaway,pie\s?face,
Eating Out,F&B venues,Takeaways,Takeaway,pie\sguru,
Eating Out,F&B venues,Takeaways,Takeaway,pie\sin\sthe\ssky,
Eating Out,F&B venues,Takeaways,Takeaway,pie\stin,
Eating Out,F&B venues,Takeaways,Takeaway,pizza\speddlers,
Eating Out,F&B venues,Takeaways,Takeaway,\bpizza\s?hut\b,
Eating Out,F&B venues,Takeaways,Takeaway,\bpoked\b,
Eating Out,F&B venues,Takeaways,Takeaway,\bpumacy\b,
Eating Out,F&B venues,Takeaways,Takeaway,red\slea,red\sleaf
Eating Out,F&B venues,Takeaways,Takeaway,red\srooste,
Eating Out,F&B venues,Takeaways,Absolute Thai,absol thai,
Eating Out,F&B venues,Takeaways,Absolute Thai,absolute thai,
Eating Out,F&B venues,Takeaways,Pizza,pizza,
Eating Out,F&B venues,Takeaways,Takeaway,\brhumba\ss\b|\brhumbas\b,
Eating Out,F&B venues,Takeaways,Takeaway,\broll\s?d\b,spring|hardware|lawyer
Eating Out,F&B venues,Takeaways,Takeaway,salsas,
Eating Out,F&B venues,Takeaways,Takeaway,\bsnag stand\b,
Eating Out,F&B venues,Takeaways,Takeaway,\bsoul\sdepot\b,
Eating Out,F&B venues,Takeaways,Takeaway,soul\sorigin,
Eating Out,F&B venues,Takeaways,Takeaway,spudbar,rent
Eating Out,F&B venues,Takeaways,Takeaway,\bsubway\b,settlement|strokers
Eating Out,F&B venues,Takeaways,Takeaway,sumo\ssalad|sumosalad|sumo\ssald|sumosald,
Eating Out,F&B venues,Takeaways,Takeaway,taste\sbaguette,
Eating Out,F&B venues,Takeaways,Takeaway,tasty\strucks,
Eating Out,F&B venues,Takeaways,Takeaway,johnnos corner,
Eating Out,F&B venues,Takeaways,Takeaway,c3 & k,
Eating Out,F&B venues,Takeaways,Takeaway,\bthirsty\s?bird\b,
Eating Out,F&B venues,Takeaways,Takeaway,tucker\son\sferry,
Eating Out,F&B venues,Takeaways,Takeaways,\buber\b.*\beats\b|\buber\seats\b|ubereats,
Eating Out,F&B venues,Takeaways,Takeaway,viva\sfresh,
Eating Out,F&B venues,Takeaways,Zambrero,zambrero,
Eating Out,F&B venues,Takeaways,Zouki,zouki,bouzoukia
Eating Out,F&B venues,Takeaways,ABC Milk Bar,a.b.c milk bar,
Eating Out,F&B venues,Takeaways,Takeaway,hub of mangro,
Eating Out,Food & Beverages,Cake Shop,Cake Shop,\bblack\svelvet.*darlinghurs(t)?\b,
Eating Out,Food & Beverages,Cake Shop,Cake Shop,cake|\bcup\s?cake\b|desser|\bpa(t)?tisserie\b|\btart(s)?\b|\bla\srenaissance\b,coffe(ehouse)?|bread|brunetti|ebay|clothes|invest|baker|google|etsy|\bnight\s?club\b|pancake
Eating Out,Food & Beverages,Cake Shop,Cake Shop,\bluxbite\b,
Eating Out,Food & Beverages,Cake Shop,Cake Shop,\bmichels\spattisserie\b,
Eating Out,Food & Beverages,Chocolatiers,Chocolatiers,\bgodiva\schoc(olatier)?\b,
Eating Out,Food & Beverages,Chocolatiers,Chocolatiers,haighs|haigh\sretail,
Eating Out,Food & Beverages,Chocolatiers,Chocolatiers,hunter\svalley\schoc,
Eating Out,Food & Beverages,Chocolatiers,Chocolatiers,koko\sblack,
Eating Out,Food & Beverages,Chocolatiers,Lindt,lindt,
Eating Out,Food & Beverages,Chocolatiers,Chocolatiers,\bsan\schurros\b,
Eating Out,Food & Beverages,Chocolatiers,Chocolatiers,\bthe\snut\sshop\b,
Eating Out,Food & Beverages,Confectionery,Confectionery,fortune\scookie,
Eating Out,Food & Beverages,Confectionery,Confectionery,\bchoc(o)?|\bbonbons\b|\bcandy\b|\bcandied\b|\b(baby)?confetti\b,the\scandy\shouse|chocovenyl
Eating Out,Food & Beverages,Confectionery,Guylian,guylian,
Eating Out,Food & Beverages,Confectionery,Confectionery,the\scandy\sstore,
Eating Out,Food & Beverages,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,greg and audrey,
Eating Out,Food & Beverages,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,\bbaskin\s?robbins,
Eating Out,Food & Beverages,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,\bben\s(n\s|and\s|&\s)?jerrys?\b,
Eating Out,Food & Beverages,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,\bcold\s?rock\b,
Eating Out,Food & Beverages,Ice Cream & Frozen Yogurt,Gelatissimo,gelatissimo,
Eating Out,Food & Beverages,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,\bhakiki\sdondurma\b|yoghur|\bice\s?cream\b|\bfroyo\b|\bforzen\s?yoghurt\b|\bgelato\b|\bgelateria,yochi|yoforia|frui
Eating Out,Food & Beverages,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,raw\s?squeeze,
Eating Out,Food & Beverages,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,you\sget\sit,\btrading\b
Eating Out,Food & Beverages,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,\byochi,
Eating Out,Food & Beverages,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,\byoflo\b,
Eating Out,Food & Beverages,Ice Cream & Frozen Yogurt,Yoforia,yoforia,
Eating Out,Food & Beverages,Ice Cream & Frozen Yogurt,Yogrbry,yogrbry,
Eating Out,Food & Beverages,Juice Bars,Juice Bars,\bboost\s?j(uice)?\b,boost\s?mobile
Eating Out,Food & Beverages,Juice Bars,Juice Bars,cali\spress,
Eating Out,Food & Beverages,Juice Bars,Juice Bars,\bjuice\b,salad\s(&\s)?juice
Eating Out,Food & Beverages,Juice Bars,Juice Bars,\bjuice\splus\b,
Eating Out,Food & Beverages,Juice Bars,Juice Bars,pressed\sjuices?\b,
Eating Out,Food & Beverages,Juice Bars,Pressed Bar,pressed\sjuicery,
Eating Out,Food & Beverages,Juice Bars,Juice Bars,\btop\sjuice\b,
Eating Out,Food & Beverages,School Canteens,School Canteens,flexischoo,
Eating Out,Food & Beverages,Vending Machines,Vending Machines,\bcircumtec\b,
Eating Out,Food & Beverages,Vending Machines,Vending Machines,coca\s?cola,
Eating Out,Food & Beverages,Vending Machines,Vending Machines,vending|\brailnews\b,
Shopping,Furniture & Homewares,Furniture Stores,Adairs,\badairs\b,
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,\bbeds\s?online\b,
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,bhumi\sorganic,
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,\bcoco\srepublic\b,
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,\bdomayne\b,
Shopping,Furniture & Homewares,Furniture Stores,Fantastic Furniture,\bfantastic\sfurniture\b,
Shopping,Furniture & Homewares,Furniture Stores,Forty Winks,\bforty\swinks\b,
Shopping,Furniture & Homewares,Furniture Stores,Freedon,\bfreedom\b,\bfreedom\s360\b|\bfreedom\ssecurity\b|\bfuel|\bcomplete\sfreedom\b|\bfreedom\smobile\b|\bfreedom\sinsuranc\b|\bfreedom\spools\b|\btravel\sfreedom\b|\bgeorge\sfreedom\b|\bfreedom\sphysio(therapy)?\b|\bphotogra(ph)?\b|\bfreedom\sfund\b|\bthe\sfreedom\sstate\b|\bfreedom\ssports\b
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,\bfurniture\b|\bblinds\b|\bbed(ing)?\b|\btable\b|interior\s?secrets|matt\s?blatt|pop\s?com|pop\.com|zanui|life\s?interiors|\bchair(s)?\b,\btable\s(cape|top)\b|\bhotel\b
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,\bhomeware\s?gallery\b,
Shopping,Furniture & Homewares,Furniture Stores,Ikea,\bikea\b,
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,\binteriors\sonline\b,
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,\bmatt\sblatt\b,
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,mocka,mockas\spies
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,\bnick\sscali\b|\bnickscali\b,
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,\bofficemax(au)?\b,
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,\boz\sdesign(s)?\b,
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,\bsuper\samart|\bsuper\sa\smart\b,\bamart\ssport(s)?\b
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,\btemple\sand\swebster\b,
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,\bsleeping\s?gi,
Shopping,Furniture & Homewares,Furniture Stores,Furniture Stores,west\s?elm,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,\bbeacon\slighting\b,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,\bbed\s?bath\s?(n|.*hawthorn)\b,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,cultiver,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,\bcurtain\s?wonderland\b,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,dusk.*aust,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,\bearly\s?settler\b,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,linen,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,\bgo\slight(s)?\b,
Shopping,Furniture & Homewares,Home Decor Retailers,Habitania,\bhabitania\b,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,hunting\sfor\sgeorge,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,\bishka\b,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,\blightstyle\b,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,linengallery\s(com)?,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,\bnational\s?tiles\b,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,\bnewrybar\s?merchants?\b,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,\bolli\s?ella\b,
Shopping,Furniture & Homewares,Home Decor Retailers,Peters Of Kensington,peterskensi,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,\bbendigo\slighthouse\b,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,\bthehome\b,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,\btile\s?factory\s?outlet\b,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,urban\s?lighting,
Shopping,Furniture & Homewares,Home Decor Retailers,Home Decor Retailers,vmh\spersonalised,
Shopping,Furniture & Homewares,Indoor Home Improvement,Indoor Home Improvement,\bblinds\b|\bhome\s?wares?\b|\btiles\b|\bhome\simp|carpet(s)?\b,carpet(s)?\sclean
Shopping,Furniture & Homewares,Indoor Home Improvement,Indoor Home Improvement,\bpillow\stalk\b,
Shopping,Furniture & Homewares,Indoor Home Improvement,Indoor Home Improvement,.*zanui\b,
Shopping,Furniture & Homewares,Indoor Home Improvement,Indoor Home Improvement,zara\shome,
Shopping,Furniture & Homewares,Kitchen & Bath Retailers,Kitchen & Bath Retailers,\bkitchenware\b,
Shopping,Furniture & Homewares,Kitchen & Bath Retailers,Peters Of Kensington,\bpeters\sof\skensington\b,
Shopping,Furniture & Homewares,Kitchen & Bath Retailers,Kitchen & Bath Retailers,\brobins\skitchen\b,
Shopping,Furniture & Homewares,Kitchen & Bath Retailers,Kitchen & Bath Retailers,\bchefs\s?toolbox\b,
Shopping,Furniture & Homewares,Kitchen & Bath Retailers,Kitchen & Bath Retailers,\bvictoria\s?s\s?basement\b,
Shopping,Furniture & Homewares,Kitchen & Bath Retailers,Kitchen & Bath Retailers,\bworld\skitchen\b,
Shopping,Furniture & Homewares,Kitchen & Bath Retailers,Kitchen & Bath Retailers,\bking.*knives,
Home,Garden & Hardware,Hardware Stores,Hardware Stores,\bbooth\staylor\b,
Home,Garden & Hardware,Hardware Stores,Bunnings,bunnings,
Home,Garden & Hardware,Hardware Stores,Bunnings,\bbunnings\b,
Home,Garden & Hardware,Hardware Stores,Hardwares,\bhomeware\b|\babrasives\b|\bhardware\b|\btimber\b|\bbuilding\smaterial\b,\bchair(s)?\b|\bfloor(ing)?\b
Home,Garden & Hardware,Hardware Stores,Get & Direct,get\s?tools\s?direct,
Home,Garden & Hardware,Hardware Stores,Hanson Store,hanson\sconstruct,
Home,Garden & Hardware,Hardware Stores,Hardware Stores,\bhome\sdepot\b,
Home,Garden & Hardware,Hardware Stores,Hardware Stores,\bhusqvarna\b,
Home,Garden & Hardware,Hardware Stores,Hardware Stores,\bmasters\b,auto\smasters|review|flights|dj
Home,Garden & Hardware,Hardware Stores,Mitre10,mitre\s10,
Home,Garden & Hardware,Hardware Stores,Hardware Stores,\breece\b,
Home,Garden & Hardware,Hardware Stores,Hardware Stores,\bsnooze\b,
Home,Garden & Hardware,Hardware Stores,Hardware Stores,sydney\s?tool,
Home,Garden & Hardware,Hardware Stores,Hardware Stores,total\s?tool,
Home,Garden & Hardware,Hardware Stores,Hardware Stores,trade\s?tool,
Home,Garden & Hardware,Hardware Stores,Hardware Stores,tradelink|snap on tools,
Shopping,Garden & Hardware,Nurseries & Gardening Retailers,Urban Oasis,gro urban oasis,
Shopping,Garden & Hardware,Nurseries & Gardening Retailers,Blooming Retailer,blooming\snursery,
Shopping,Garden & Hardware,Nurseries & Gardening Retailers,Plant Bug,four seasons plant,
Shopping,Garden & Hardware,Nurseries & Gardening Retailers,Eden Retailer,eden\sgardens,
Shopping,Garden & Hardware,Nurseries & Gardening Retailers,Flower Power,flower\spower,
Shopping,Garden & Hardware,Nurseries & Gardening Retailers,Nurseries & Gardening Retailers,tulip mist,
Shopping,Garden & Hardware,Nurseries & Gardening Retailers,Nurseries & Gardening Retailers,goodplantco,
Shopping,Garden & Hardware,Nurseries & Gardening Retailers,Nurseries & Gardening Retailers,\bnurser(ies|y)\b|\bgarden\slife\b,
Shopping,Garden & Hardware,Nurseries & Gardening Retailers,Heirloom Retailer,heirloom\sseed,
Shopping,Garden & Hardware,Nurseries & Gardening Retailers,Nurseries & Gardening Retailers,\birrigation\b|\bold\speppertree\snursery\b,
Shopping,Garden & Hardware,Outdoor Living,Barbeques Living,barbeques galore,
Health,General healthcare,Doctors,Doctor,\bdoctor(s)?\b|gp\s?health|\bdr\sanna\slee\b|\bkerry\scallan\spty\sltd\b,\bhealth\sins|(home|contents).*insur|general\sins\shome|\bdent(al|ist)\b|pharm|phmcy|ch(e)?m(is|pl|st)|\bepharmacy\b|\bsuperpharmacy\b|health\s?food(s)?|\blife\sins|diet\sdoctor
Health,General healthcare,Hospitals,Hospital,\bhospital?\b|st\s.*hosp,\bvet\b|\bhosp(i)?tality\b|\bveterinary\b|\bveterinarian\b|\banimal\b|\bflorist\b|\bparking\b|\bpet\b|insurance|\bdental\b|dentist(s)?|thrift\sshop
Health,General healthcare,Hospitals,Hospital,metro\snth\shosp,
Health,General healthcare,Hospitals,Hospital,st\sjohn.*hosp,
Health,General healthcare,Hospitals,Hospital,sydneyeyehospital,
Health,General healthcare,Medical Centres,PRP Imaging,prp diagnostic,
Health,General healthcare,Medical Centres,Medical Centres,\bhealthcare\b|\bmedic(al)?\b|clinic(s|al)?\b|health\scentre|\bhealthc(entre)?|\bhealth\b|\btruswell\b,markets?|food|inurance|health\sfit|emporium|\bmind\b|\bfund\b|\bmassage(s)?\b|\bgym\b|weight\s?loss|medical\sspecialist|healthy\sminds|pregna|maternity|medical\srescue|\bzen\s?spa\b|\bteeth\b|axa\sppp\shealthcar|psycholog|\bdental\b|massage|ac?quatics|fertility|zen\sclinic|\bvet(erinary)?\b|skin\s?clinic|\b(life|health)\sins|\bvet(\s)?clinic\b |\bnetball\b|clinic\scours|pharm|phmcy|ch(e)?m(is|pl|st)|\bepharmacy\b|\bsuperpharmacy\b|sports?\s?clinic|orthoclinic|cosmetic\sclinic|laser\s?clinic|\bdiet\b|natural\shealing\sclinic|\bphysio\b|\bhealthcare\b
Health,General healthcare,Medical Centres,Medical Centres,\bhealthbridge\b,
Health,General healthcare,Medical Centres,Medical Centres,\bhealthfirst\b,
Health,General healthcare,Medical Centres,Medical Centres,\bhealthplus\b,
Health,General healthcare,Medical Centres,Medical Centres,\bhealthscope\b,
Health,General healthcare,Medical Centres,Medical Centres,\bhealthsense\b,
Health,General healthcare,Medical Centres,Medical Centres,\bhealthsmart\b,
Health,General healthcare,Medical Centres,Medical Centres,med\sclinic,
Health,General healthcare,Medical Centres,Medical Centres,\bmyhealth\b,
Health,General healthcare,Medicare,Medicare,\bm(edi)?care\b,
Unavoidables,Government,DHS And Centerlink,DHS And Centerlink,\bsalary\sdhs\spayroll\b|child\s?sup|carersupplemt|dadandpartnerpay|ausgov\s?ftb\b|parentalleavepay|(start|family).*(allowance|payment)|\b(fao|gov)\sfam|schoolkids\s?bonus|(low\s)?\binc.*\bsupp|c(en)?tr(e)?link|childassist|carersupp|ctrlink\spplfund|ctrlink\sshc,\b(australian\s)?catholic\ssuper\b|goodstart|fund|annuity|holdings|pty\sltd|international|foreign|suspension|\bnatl\scurr|frgn\samt|fund|hotel|motel|lodge|incorrect\s?account\s?no|startup|start\sup|family\s?gifts|kickstarter|pension.*affair|\brent\s?start\b|onepath
Unavoidables,Government,DHS And Centerlink,DHS And Centerlink,\bpension\b|\bgovt?\sbenefit,super|international|foreign|suspension|\bnatl\scurr|frgn\samt|fund|hotel|motel|lodge
Unavoidables,Government,DHS And Centerlink,DHS And Centerlink,\brent\s?start\b,
Unavoidables,Government,Federal Government,Federal Government,department.*edu|\bdepartment\sof\sed\b,
Unavoidables,Government,Federal Government,Federal Government,\bdibp\b,
Unavoidables,Government,Federal Government,Federal Government,\b(nsw|qld|act|sa|nt)? fair trading\b,
Unavoidables,Government,Federal Government,Federal Government,dpt\stransport|passport\soffice|uscustoms|dep(t|artment)?\s?of\s?immigration|\bfederal\spolice\b|aust\s?defence\s?org,
Unavoidables,Government,State Government,State Government,\bcouncil\b|\bmunicipal\b|\brates\b,\blibrary\scouncil\b
